Batter,Runs,Innings,BallsFaced,Boundaries,DotBalls,Matches,Average,StrikeRate,RunsPerInnings,RunsPerMatch,BoundaryPercentage,DotBallPercentage,TestScore,Format,ODIScore,T20Score
K Sinclair,52,11,77,7,52,11,4.7272727272727275,67.53246753246754,4.7272727272727275,4.7272727272727275,0.09090909090909091,0.6753246753246753,,T20,,48.690909090909095
K Smith,59,7,54,7,22,7,8.428571428571429,109.25925925925925,8.428571428571429,8.428571428571429,0.12962962962962962,0.4074074074074074,,T20,,79.01005291005289
K Sonavale,70,6,73,9,35,6,11.666666666666666,95.8904109589041,11.666666666666666,11.666666666666666,0.1232876712328767,0.4794520547945205,,T20,,70.62328767123286
K Speed,65,6,72,4,26,6,10.833333333333334,90.27777777777779,10.833333333333334,10.833333333333334,0.05555555555555555,0.3611111111111111,,T20,,66.44444444444444
K Srandeva,55,12,204,1,159,12,4.583333333333333,26.96078431372549,4.583333333333333,4.583333333333333,0.004901960784313725,0.7794117647058824,,T20,,20.247549019607842
K Sutherland,10,4,10,0,2,4,2.5,100.0,2.5,2.5,0.0,0.2,,T20,,70.75
K Suttisan,109,6,86,16,45,6,18.166666666666668,126.74418604651163,18.166666666666668,18.166666666666668,0.18604651162790697,0.5232558139534884,,T20,,94.17093023255813
K Takahashi,2,1,3,0,1,1,2.0,66.66666666666666,2.0,2.0,0.0,0.3333333333333333,,T20,,47.26666666666666
K Taniguchi,3,1,18,0,15,1,3.0,16.666666666666664,3.0,3.0,0.0,0.8333333333333334,,T20,,12.566666666666665
K Tathgur,129,10,118,13,53,10,12.9,109.32203389830508,12.9,12.9,0.11016949152542373,0.4491525423728814,,T20,,80.39542372881355
K Tereza,42,7,92,3,60,7,6.0,45.65217391304348,6.0,6.0,0.03260869565217391,0.6521739130434783,,T20,,33.75652173913043
K Tesarikova,186,12,241,22,141,12,15.5,77.17842323651453,15.5,15.5,0.0912863070539419,0.5850622406639004,,T20,,58.67489626556017
K Thagunna,82,9,106,7,57,9,9.11111111111111,77.35849056603774,9.11111111111111,9.11111111111111,0.0660377358490566,0.5377358490566038,,T20,,56.88427672955975
K Thomson,38,2,57,3,31,2,19.0,66.66666666666666,19.0,19.0,0.05263157894736842,0.543859649122807,,T20,,52.36666666666666
K Thuchila,2,6,12,0,10,6,0.3333333333333333,16.666666666666664,0.3333333333333333,0.3333333333333333,0.0,0.8333333333333334,,T20,,11.766666666666664
K Upadhyay,30,6,28,4,15,6,5.0,107.14285714285714,5.0,5.0,0.14285714285714285,0.5357142857142857,,T20,,76.49999999999999
K V Sasikanth,205,17,179,22,69,17,12.058823529411764,114.52513966480447,12.058823529411764,12.058823529411764,0.12290502793296089,0.3854748603351955,,T20,,83.78524482418666
K Vanlalruata,25,6,42,2,26,6,4.166666666666667,59.523809523809526,4.166666666666667,4.166666666666667,0.047619047619047616,0.6190476190476191,,T20,,42.916666666666664
K Verreynne,1184,55,935,139,325,55,21.527272727272727,126.63101604278076,21.527272727272727,21.527272727272727,0.14866310160427806,0.34759358288770054,,T20,,95.09989304812834
K Vijayaraghavan,311,32,566,19,343,32,9.71875,54.946996466431095,9.71875,9.71875,0.03356890459363958,0.6060070671378092,,T20,,41.37852252650176
K Vislapuu,17,7,20,3,14,7,2.4285714285714284,85.0,2.4285714285714284,2.4285714285714284,0.15,0.7,,T20,,60.22857142857142
K Waiswa,579,47,589,69,304,47,12.319148936170214,98.30220713073004,12.319148936170214,12.319148936170214,0.11714770797962648,0.5161290322580645,,T20,,72.50728967236209
K Wanniarachchi,8,2,12,0,6,2,4.0,66.66666666666666,4.0,4.0,0.0,0.5,,T20,,47.86666666666666
K Weeraratne,45,4,37,5,11,4,11.25,121.62162162162163,11.25,11.25,0.13513513513513514,0.2972972972972973,,T20,,88.51013513513513
K Winda Prastini,175,8,259,14,149,8,21.875,67.56756756756756,21.875,21.875,0.05405405405405406,0.5752895752895753,,T20,,53.85979729729729
K Withanapathirana,30,4,29,5,15,4,7.5,103.44827586206897,7.5,7.5,0.1724137931034483,0.5172413793103449,,T20,,74.66379310344827
K Yadav,0,1,4,0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
K Zondo,1601,80,1480,152,535,80,20.0125,108.17567567567568,20.0125,20.0125,0.10270270270270271,0.3614864864864865,,T20,,81.72672297297296
KA Anderson,82,7,84,6,32,7,11.714285714285714,97.61904761904762,11.714285714285714,11.714285714285714,0.07142857142857142,0.38095238095238093,,T20,,71.84761904761905
KA Bazil,4,3,12,0,8,3,1.3333333333333333,33.33333333333333,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,,T20,,23.733333333333327
KA Cohen,3,1,6,0,5,1,3.0,50.0,3.0,3.0,0.0,0.8333333333333334,,T20,,35.9
KA Edwards,1,1,6,0,5,1,1.0,16.666666666666664,1.0,1.0,0.0,0.8333333333333334,,T20,,11.966666666666665
KA Green,1148,81,1399,130,787,81,14.17283950617284,82.05861329521088,14.17283950617284,14.17283950617284,0.09292351679771266,0.5625446747676912,,T20,,61.69288115849946
KA Hope,65,4,64,8,31,4,16.25,101.5625,16.25,16.25,0.125,0.484375,,T20,,75.96875
KA Jadhav,2,1,14,0,12,1,2.0,14.285714285714285,2.0,2.0,0.0,0.8571428571428571,,T20,,10.599999999999998
KA Jamieson,445,47,366,47,128,47,9.46808510638298,121.5846994535519,9.46808510638298,9.46808510638298,0.1284153005464481,0.34972677595628415,,T20,,87.94971514940121
KA Jones,4,1,5,0,1,1,4.0,80.0,4.0,4.0,0.0,0.2,,T20,,57.2
KA Knight,90,10,86,10,36,10,9.0,104.65116279069768,9.0,9.0,0.11627906976744186,0.4186046511627907,,T20,,75.95581395348837
KA Levick,78,32,113,7,65,32,2.4375,69.02654867256636,2.4375,2.4375,0.061946902654867256,0.5752212389380531,,T20,,49.04983407079646
KA Maharaj,539,80,589,60,293,80,6.7375,91.51103565365025,6.7375,6.7375,0.10186757215619695,0.49745331069609505,,T20,,66.07897495755518
KA Pollard,12424,561,8733,1617,3437,561,22.146167557932262,142.2649719454941,22.146167557932262,22.146167557932262,0.18515973892133286,0.39356463987175083,,T20,,106.22933062922554
KA Tomlinson,590,40,654,68,326,40,14.75,90.21406727828746,14.75,14.75,0.10397553516819572,0.4984709480122324,,T20,,67.57484709480121
KA Vaz,225,11,204,26,69,11,20.454545454545453,110.29411764705883,20.454545454545453,20.454545454545453,0.12745098039215685,0.3382352941176471,,T20,,83.34224598930481
KA Vimlesh,68,6,73,5,31,6,11.333333333333334,93.15068493150685,11.333333333333334,11.333333333333334,0.0684931506849315,0.4246575342465753,,T20,,68.6054794520548
KAB Hynam-Nyberg,3,2,4,0,2,2,1.5,75.0,1.5,1.5,0.0,0.5,,T20,,52.95
KAC Wong,21,2,47,3,37,2,10.5,44.680851063829785,10.5,10.5,0.06382978723404255,0.7872340425531915,,T20,,34.426595744680846
KADA Kanchana,201,33,233,17,104,33,6.090909090909091,86.26609442060087,6.090909090909091,6.090909090909091,0.07296137339055794,0.44635193133047213,,T20,,62.21353882169333
KAJ Roach,56,11,53,6,23,11,5.090909090909091,105.66037735849056,5.090909090909091,5.090909090909091,0.11320754716981132,0.4339622641509434,,T20,,75.48953687821611
KAM Corbin,20,1,28,0,10,1,20.0,71.42857142857143,20.0,20.0,0.0,0.35714285714285715,,T20,,56.0
KAR Hodge,48,6,49,6,27,6,8.0,97.95918367346938,8.0,8.0,0.12244897959183673,0.5510204081632653,,T20,,70.97142857142858
KB Ahir,14,6,17,2,11,6,2.3333333333333335,82.35294117647058,2.3333333333333335,2.3333333333333335,0.11764705882352941,0.6470588235294118,,T20,,58.3470588235294
KB Arun Karthik,560,38,495,62,192,38,14.736842105263158,113.13131313131312,14.736842105263158,14.736842105263158,0.12525252525252525,0.3878787878787879,,T20,,83.61297182349813
KB Panchal,10,2,11,1,4,2,5.0,90.9090909090909,5.0,5.0,0.09090909090909091,0.36363636363636365,,T20,,65.13636363636363
KB Patil,117,10,151,7,79,10,11.7,77.48344370860927,11.7,11.7,0.046357615894039736,0.5231788079470199,,T20,,57.74841059602649
KB Pawan,473,20,429,52,168,20,23.65,110.25641025641026,23.65,23.65,0.12121212121212122,0.3916083916083916,,T20,,84.27448717948718
KBAK Basnayake,39,4,42,3,17,4,9.75,92.85714285714286,9.75,9.75,0.07142857142857142,0.40476190476190477,,T20,,67.925
KC Cariappa,67,11,54,7,24,11,6.090909090909091,124.07407407407408,6.090909090909091,6.090909090909091,0.12962962962962962,0.4444444444444444,,T20,,88.67912457912458
KC D'Souza,535,24,359,69,145,24,22.291666666666668,149.025069637883,22.291666666666668,22.291666666666668,0.19220055710306408,0.403899721448468,,T20,,111.0050487465181
KC Phohlo,3,3,18,0,15,3,1.0,16.666666666666664,1.0,1.0,0.0,0.8333333333333334,,T20,,11.966666666666665
KC Ramamoorthy,424,26,409,54,210,26,16.307692307692307,103.66748166259168,16.307692307692307,16.307692307692307,0.13202933985330073,0.5134474327628362,,T20,,77.45954485612187
KC Sangakkara,6091,230,5029,765,1898,230,26.482608695652175,121.11751839331875,26.482608695652175,26.482608695652175,0.15211771724000794,0.37741101610658184,,T20,,92.72704548401876
KC Thompson,6,2,8,1,5,2,3.0,75.0,3.0,3.0,0.125,0.625,,T20,,53.4
KD Clarke,1485,51,1090,220,461,51,29.11764705882353,136.23853211009174,29.11764705882353,29.11764705882353,0.2018348623853211,0.42293577981651376,,T20,,104.10226659471127
KD Jayawant,7,2,17,1,13,2,3.5,41.17647058823529,3.5,3.5,0.058823529411764705,0.7647058823529411,,T20,,29.8735294117647
KD Karthik,6425,314,4862,847,1776,314,20.461783439490446,132.1472645002057,20.461783439490446,20.461783439490446,0.17420814479638008,0.3652817770464829,,T20,,98.6416201819911
KD Kesuma,1163,63,1087,169,574,63,18.46031746031746,106.99172033118676,18.46031746031746,18.46031746031746,0.15547378104875806,0.5280588776448942,,T20,,80.43229946992597
KD Mehta,1,1,2,0,1,1,1.0,50.0,1.0,1.0,0.0,0.5,,T20,,35.3
KD Mills,137,19,125,16,60,19,7.2105263157894735,109.60000000000001,7.2105263157894735,7.2105263157894735,0.128,0.48,,T20,,78.88315789473684
KD Petersen,601,25,537,74,227,25,24.04,111.91806331471138,24.04,24.04,0.1378026070763501,0.4227188081936685,,T20,,85.55464432029797
KD Shah,684,43,668,68,286,43,15.906976744186046,102.39520958083833,15.906976744186046,15.906976744186046,0.10179640718562874,0.4281437125748503,,T20,,76.44873972984264
KDA Lukies,124,14,125,12,56,14,8.857142857142858,99.2,8.857142857142858,8.857142857142858,0.096,0.448,,T20,,72.09714285714286
KDACK Gunarathne,4,3,18,0,14,3,1.3333333333333333,22.22222222222222,1.3333333333333333,1.3333333333333333,0.0,0.7777777777777778,,T20,,15.955555555555554
KDC Clarke,61,13,56,6,24,13,4.6923076923076925,108.92857142857142,4.6923076923076925,4.6923076923076925,0.10714285714285714,0.42857142857142855,,T20,,77.65769230769229
KDK Vithanage,40,3,35,7,17,3,13.333333333333334,114.28571428571428,13.333333333333334,13.333333333333334,0.2,0.4857142857142857,,T20,,83.99999999999999
KDU Prabodhani,98,29,177,3,100,29,3.3793103448275863,55.367231638418076,3.3793103448275863,3.3793103448275863,0.01694915254237288,0.5649717514124294,,T20,,39.77085525034093
KE Broadmore,37,3,45,2,17,3,12.333333333333334,82.22222222222221,12.333333333333334,12.333333333333334,0.044444444444444446,0.37777777777777777,,T20,,61.255555555555546
KE Bryce,3192,144,2999,404,1323,144,22.166666666666668,106.43547849283095,22.166666666666668,22.166666666666668,0.13471157052350782,0.4411470490163388,,T20,,81.15483494498167
KE Ebrahim,811,42,891,71,389,42,19.30952380952381,91.02132435465768,19.30952380952381,19.30952380952381,0.07968574635241302,0.43658810325476993,,T20,,69.50778419111751
KE Pounsett,35,6,57,3,36,6,5.833333333333333,61.40350877192983,5.833333333333333,5.833333333333333,0.05263157894736842,0.631578947368421,,T20,,44.73245614035088
KE White,60,6,57,6,21,6,10.0,105.26315789473684,10.0,10.0,0.10526315789473684,0.3684210526315789,,T20,,76.68421052631578
KF Bakiweyem,13,3,28,0,15,3,4.333333333333333,46.42857142857143,4.333333333333333,4.333333333333333,0.0,0.5357142857142857,,T20,,33.8
KFG Nation,169,17,176,21,86,17,9.941176470588236,96.02272727272727,9.941176470588236,9.941176470588236,0.11931818181818182,0.48863636363636365,,T20,,70.19826203208555
KG Anderson,1692,67,1657,209,745,67,25.253731343283583,102.11225105612553,25.253731343283583,25.253731343283583,0.12613156306578152,0.4496077248038624,,T20,,79.05469514227293
KH Abe,260,21,227,29,104,21,12.380952380952381,114.53744493392071,12.380952380952381,12.380952380952381,0.1277533039647577,0.4581497797356828,,T20,,83.8904971680302
KH Brunt,1280,97,1185,133,464,97,13.195876288659793,108.01687763713079,13.195876288659793,13.195876288659793,0.11223628691983123,0.39156118143459917,,T20,,79.57057723258949
KH Devdhar,1432,45,1210,196,494,45,31.822222222222223,118.34710743801654,31.822222222222223,31.822222222222223,0.16198347107438016,0.40826446280991735,,T20,,92.38964187327824
KH Pandya,2478,152,1965,302,747,152,16.30263157894737,126.10687022900764,16.30263157894737,16.30263157894737,0.15368956743002546,0.3801526717557252,,T20,,93.16559863398955
KH Prajapati,816,43,785,106,378,43,18.976744186046513,103.94904458598727,18.976744186046513,18.976744186046513,0.13503184713375796,0.48152866242038217,,T20,,78.45735446600504
KH Sciver-Brunt,133,9,95,18,39,9,14.777777777777779,140.0,14.777777777777779,14.777777777777779,0.18947368421052632,0.4105263157894737,,T20,,102.43333333333334
KHD Barker,54,8,48,6,18,8,6.75,112.5,6.75,6.75,0.125,0.375,,T20,,80.775
KHM James,191,11,156,28,77,11,17.363636363636363,122.43589743589745,17.363636363636363,17.363636363636363,0.1794871794871795,0.4935897435897436,,T20,,90.91421911421911
KI Fernando,55,3,36,8,10,3,18.333333333333332,152.77777777777777,18.333333333333332,18.333333333333332,0.2222222222222222,0.2777777777777778,,T20,,112.44444444444443
KI Simmonds,111,13,105,11,46,13,8.538461538461538,105.71428571428572,8.538461538461538,8.538461538461538,0.10476190476190476,0.4380952380952381,,T20,,76.56153846153846
KIC Asalanka,2375,119,1905,293,758,119,19.95798319327731,124.67191601049869,19.95798319327731,19.95798319327731,0.15380577427821523,0.3979002624671916,,T20,,93.25773616533228
KJ Abbott,297,41,244,31,90,41,7.2439024390243905,121.72131147540983,7.2439024390243905,7.2439024390243905,0.12704918032786885,0.36885245901639346,,T20,,87.3780887644942
KJ Coetzer,1438,64,1190,194,508,64,22.46875,120.84033613445378,22.46875,22.46875,0.16302521008403362,0.426890756302521,,T20,,91.32886029411763
KJ Cottoy,120,9,108,14,47,9,13.333333333333334,111.11111111111111,13.333333333333334,13.333333333333334,0.12962962962962962,0.4351851851851852,,T20,,81.77777777777777
KJ Dudgeon,78,7,65,10,28,7,11.142857142857142,120.0,11.142857142857142,11.142857142857142,0.15384615384615385,0.4307692307692308,,T20,,87.34285714285714
KJ Ferrary,97,6,115,9,52,6,16.166666666666668,84.34782608695653,16.166666666666668,16.166666666666668,0.0782608695652174,0.45217391304347826,,T20,,63.89347826086957
KJ Gaging,124,19,154,8,62,19,6.526315789473684,80.51948051948052,6.526315789473684,6.526315789473684,0.05194805194805195,0.4025974025974026,,T20,,58.32153110047847
KJ Garth,1162,99,1313,98,556,99,11.737373737373737,88.4996191926885,11.737373737373737,11.737373737373737,0.07463823305407463,0.42345773038842344,,T20,,65.47094555609407
KJ Hartshorn,1,1,1,0,0,1,1.0,100.0,1.0,1.0,0.0,0.0,,T20,,70.3
KJ Havill,2,1,3,0,1,1,2.0,66.66666666666666,2.0,2.0,0.0,0.3333333333333333,,T20,,47.26666666666666
KJ Martin,1486,95,1367,187,567,95,15.642105263157895,108.70519385515729,15.642105263157895,15.642105263157895,0.13679590343818582,0.41477688368690563,,T20,,80.78626727755747
KJ McClure,473,27,357,73,163,27,17.51851851851852,132.49299719887955,17.51851851851852,17.51851851851852,0.20448179271708683,0.4565826330532213,,T20,,98.00065359477124
KJ O'Brien,2864,144,2231,370,937,144,19.88888888888889,128.37292693859257,19.88888888888889,19.88888888888889,0.16584491259524878,0.41999103541013,,T20,,95.82771552368146
KJ Patel,8,3,29,1,24,3,2.6666666666666665,27.586206896551722,2.6666666666666665,2.6666666666666665,0.034482758620689655,0.8275862068965517,,T20,,20.110344827586204
KJ Stagno,656,24,389,97,157,24,27.333333333333332,168.6375321336761,27.333333333333332,27.333333333333332,0.2493573264781491,0.40359897172236503,,T20,,126.24627249357327
KJ Young,70,5,79,10,45,5,14.0,88.60759493670885,14.0,14.0,0.12658227848101267,0.569620253164557,,T20,,66.22531645569619
KK Acharjee,51,7,64,4,28,7,7.285714285714286,79.6875,7.285714285714286,7.285714285714286,0.0625,0.4375,,T20,,57.96696428571428
KK Ahmed,7,11,27,0,20,11,0.6363636363636364,25.925925925925924,0.6363636363636364,0.6363636363636364,0.0,0.7407407407407407,,T20,,18.339057239057237
KK Cooper,577,69,433,70,175,69,8.36231884057971,133.25635103926098,8.36231884057971,8.36231884057971,0.16166281755196305,0.40415704387990764,,T20,,95.7881413796566
KK Dobell,3,2,6,0,3,2,1.5,50.0,1.5,1.5,0.0,0.5,,T20,,35.45
KK Donovan,189,13,230,19,122,13,14.538461538461538,82.17391304347827,14.538461538461538,14.538461538461538,0.08260869565217391,0.5304347826086957,,T20,,61.88327759197324
KK Gill,18,2,28,1,13,2,9.0,64.28571428571429,9.0,9.0,0.03571428571428571,0.4642857142857143,,T20,,47.7
KK Jennings,2509,99,1931,301,657,99,25.343434343434343,129.93267736923875,25.343434343434343,25.343434343434343,0.15587778353184878,0.3402382185396168,,T20,,98.55590446149742
KK Lin Thu,291,29,444,28,271,29,10.03448275862069,65.54054054054053,10.03448275862069,10.03448275862069,0.06306306306306306,0.6103603603603603,,T20,,48.88872320596458
KK Mentore,15,3,32,2,24,3,5.0,46.875,5.0,5.0,0.0625,0.75,,T20,,34.3125
KK Nair,2896,121,2156,394,794,121,23.93388429752066,134.32282003710577,23.93388429752066,23.93388429752066,0.18274582560296845,0.3682745825602968,,T20,,101.20613931523023
KK Sharma,3,2,9,0,6,2,1.5,33.33333333333333,1.5,1.5,0.0,0.6666666666666666,,T20,,23.783333333333328
KK Tillett,9,2,20,1,15,2,4.5,45.0,4.5,4.5,0.05,0.75,,T20,,32.849999999999994
KKN Egodage,1837,85,2252,190,1169,85,21.611764705882354,81.57193605683837,21.611764705882354,21.611764705882354,0.08436944937833037,0.5190941385435168,,T20,,63.58388465155156
KKV Perera,10,3,22,0,13,3,3.3333333333333335,45.45454545454545,3.3333333333333335,3.3333333333333335,0.0,0.5909090909090909,,T20,,32.81818181818181
KL Britt,291,16,319,28,140,16,18.1875,91.22257053291536,18.1875,18.1875,0.0877742946708464,0.438871473354232,,T20,,69.31204937304075
KL Coppack,73,11,65,4,17,11,6.636363636363637,112.3076923076923,6.636363636363637,6.636363636363637,0.06153846153846154,0.26153846153846155,,T20,,80.6062937062937
KL Cross,440,62,395,55,165,62,7.096774193548387,111.39240506329114,7.096774193548387,7.096774193548387,0.13924050632911392,0.4177215189873418,,T20,,80.1037158023683
KL George,574,63,598,62,263,63,9.11111111111111,95.9866220735786,9.11111111111111,9.11111111111111,0.10367892976588629,0.4397993311036789,,T20,,69.92396878483835
KL Gordon,228,36,224,22,85,36,6.333333333333333,101.78571428571428,6.333333333333333,6.333333333333333,0.09821428571428571,0.3794642857142857,,T20,,73.14999999999999
KL Nagarkoti,68,11,91,5,43,11,6.181818181818182,74.72527472527473,6.181818181818182,6.181818181818182,0.054945054945054944,0.4725274725274725,,T20,,54.16223776223776
KL Rahul,7697,209,5755,980,2041,209,36.82775119617225,133.74456993918332,36.82775119617225,36.82775119617225,0.17028670721112077,0.3546481320590791,,T20,,104.66952431627999
KL Rolton,81,2,70,7,24,2,40.5,115.71428571428572,40.5,40.5,0.1,0.34285714285714286,,T20,,93.15
KL Short,844,45,918,82,396,45,18.755555555555556,91.93899782135077,18.755555555555556,18.755555555555556,0.08932461873638345,0.43137254901960786,,T20,,69.9839651416122
KLD Vishvaka,11,4,19,1,14,4,2.75,57.89473684210527,2.75,2.75,0.05263157894736842,0.7368421052631579,,T20,,41.35131578947369
KM Amoe,1,1,13,0,12,1,1.0,7.6923076923076925,1.0,1.0,0.0,0.9230769230769231,,T20,,5.684615384615384
KM Applebee,36,3,47,6,32,3,12.0,76.59574468085107,12.0,12.0,0.1276595744680851,0.6808510638297872,,T20,,57.217021276595744
KM Asif,1,3,5,0,4,3,0.3333333333333333,20.0,0.3333333333333333,0.3333333333333333,0.0,0.8,,T20,,14.1
KM Awala,88,11,110,6,56,11,8.0,80.0,8.0,8.0,0.05454545454545454,0.509090909090909,,T20,,58.4
KM Beams,44,14,46,1,12,14,3.142857142857143,95.65217391304348,3.142857142857143,3.142857142857143,0.021739130434782608,0.2608695652173913,,T20,,67.89937888198757
KM Chandler,64,9,91,5,50,9,7.111111111111111,70.32967032967034,7.111111111111111,7.111111111111111,0.054945054945054944,0.5494505494505495,,T20,,51.364102564102566
KM Chathli,630,42,505,84,195,42,15.0,124.75247524752476,15.0,15.0,0.16633663366336635,0.38613861386138615,,T20,,91.82673267326733
KM Chingaipe,54,12,113,4,80,12,4.5,47.78761061946903,4.5,4.5,0.035398230088495575,0.7079646017699115,,T20,,34.801327433628316
KM Dabengwa,13,2,8,2,4,2,6.5,162.5,6.5,6.5,0.25,0.5,,T20,,115.69999999999999
KM Jadhav,2009,110,1641,247,608,110,18.263636363636362,122.42535039609994,18.263636363636362,18.263636363636362,0.1505179768433882,0.3705057891529555,,T20,,91.17683618636087
KM Jarvis,48,9,57,4,31,9,5.333333333333333,84.21052631578947,5.333333333333333,5.333333333333333,0.07017543859649122,0.543859649122807,,T20,,60.547368421052624
KM Mack,2994,144,2916,343,1254,144,20.791666666666668,102.67489711934157,20.791666666666668,20.791666666666668,0.11762688614540466,0.43004115226337447,,T20,,78.1099279835391
KM Molapo,94,13,243,3,174,13,7.230769230769231,38.68312757201646,7.230769230769231,7.230769230769231,0.012345679012345678,0.7160493827160493,,T20,,29.24742006964229
KM Myat,363,23,549,32,324,23,15.782608695652174,66.12021857923497,15.782608695652174,15.782608695652174,0.058287795992714025,0.5901639344262295,,T20,,51.01893561416013
KM Pelle,37,10,55,1,27,10,3.7,67.27272727272727,3.7,3.7,0.01818181818181818,0.4909090909090909,,T20,,48.200909090909086
KM Sims,7,2,18,1,14,2,3.5,38.88888888888889,3.5,3.5,0.05555555555555555,0.7777777777777778,,T20,,28.272222222222226
KM Venkataswamy,55,1,46,5,15,1,55.0,119.56521739130434,55.0,55.0,0.10869565217391304,0.32608695652173914,,T20,,100.19565217391303
KMA Aziz,13,5,50,2,44,5,2.6,26.0,2.6,2.6,0.04,0.88,,T20,,18.98
KMA Paul,1180,99,1000,142,463,99,11.919191919191919,118.0,11.919191919191919,11.919191919191919,0.142,0.463,,T20,,86.17575757575757
KMC Bandara,2,1,4,0,2,1,2.0,50.0,2.0,2.0,0.0,0.5,,T20,,35.6
KMDN Kulasekara,201,32,190,20,71,32,6.28125,105.78947368421052,6.28125,6.28125,0.10526315789473684,0.3736842105263158,,T20,,75.93700657894736
KML Nonu,20,4,47,1,32,4,5.0,42.5531914893617,5.0,5.0,0.02127659574468085,0.6808510638297872,,T20,,31.287234042553187
KN Alexander,13,2,16,2,9,2,6.5,81.25,6.5,6.5,0.125,0.5625,,T20,,58.824999999999996
KN Gabhane,36,2,42,3,20,2,18.0,85.71428571428571,18.0,18.0,0.07142857142857142,0.47619047619047616,,T20,,65.39999999999999
KN Luitel,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
KN Mirchandani,27,3,56,2,38,3,9.0,48.214285714285715,9.0,9.0,0.03571428571428571,0.6785714285714286,,T20,,36.45
KN Peiris,1,1,2,0,1,1,1.0,50.0,1.0,1.0,0.0,0.5,,T20,,35.3
KN Singh,10,1,10,0,2,1,10.0,100.0,10.0,10.0,0.0,0.2,,T20,,73.0
KNA Bandara,539,24,482,46,161,24,22.458333333333332,111.82572614107885,22.458333333333332,22.458333333333332,0.0954356846473029,0.33402489626556015,,T20,,85.01550829875518
KNM Fernando,388,18,311,44,116,18,21.555555555555557,124.7588424437299,21.555555555555557,21.555555555555557,0.1414790996784566,0.3729903536977492,,T20,,93.7978563772776
KO Altamirano,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
KO Elliott,2,1,13,0,11,1,2.0,15.384615384615385,2.0,2.0,0.0,0.8461538461538461,,T20,,11.369230769230768
KO Meth,6,1,6,0,1,1,6.0,100.0,6.0,6.0,0.0,0.16666666666666666,,T20,,71.8
KO Otieno,7,1,10,0,5,1,7.0,70.0,7.0,7.0,0.0,0.5,,T20,,51.1
KO Wickham,84,6,79,9,37,6,14.0,106.32911392405062,14.0,14.0,0.11392405063291139,0.46835443037974683,,T20,,78.63037974683543
KOA Powell,221,12,219,27,107,12,18.416666666666668,100.91324200913243,18.416666666666668,18.416666666666668,0.1232876712328767,0.4885844748858447,,T20,,76.1642694063927
KOK Williams,77,26,127,7,81,26,2.9615384615384617,60.629921259842526,2.9615384615384617,2.9615384615384617,0.05511811023622047,0.6377952755905512,,T20,,43.329406420351305
KP Appanna,2,3,4,0,2,3,0.6666666666666666,50.0,0.6666666666666666,0.6666666666666666,0.0,0.5,,T20,,35.2
KP Bhuva,0,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
KP Irwin,55,8,75,4,37,8,6.875,73.33333333333333,6.875,6.875,0.05333333333333334,0.49333333333333335,,T20,,53.39583333333333
KP Kakad,0,1,4,0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
KP Meiyappan,19,3,25,2,12,3,6.333333333333333,76.0,6.333333333333333,6.333333333333333,0.08,0.48,,T20,,55.099999999999994
KP Navgire,521,36,412,83,213,36,14.472222222222221,126.45631067961165,14.472222222222221,14.472222222222221,0.20145631067961164,0.5169902912621359,,T20,,92.86108414239482
KP Pietersen,4904,164,3661,616,1288,164,29.902439024390244,133.95247200218517,29.902439024390244,29.902439024390244,0.1682600382409178,0.35181644359464626,,T20,,102.73746210884669
KPD Perera,4,2,7,0,3,2,2.0,57.14285714285714,2.0,2.0,0.0,0.42857142857142855,,T20,,40.599999999999994
KPNM Karunanayake,77,8,76,8,31,8,9.625,101.3157894736842,9.625,9.625,0.10526315789473684,0.40789473684210525,,T20,,73.80855263157895
KR Brown,1502,59,1196,189,469,59,25.45762711864407,125.58528428093645,25.45762711864407,25.45762711864407,0.15802675585284282,0.39214046822742477,,T20,,95.54698713224873
KR Ebanks,20,7,46,1,30,7,2.857142857142857,43.47826086956522,2.857142857142857,2.857142857142857,0.021739130434782608,0.6521739130434783,,T20,,31.29192546583851
KR Frost,3,1,6,0,4,1,3.0,50.0,3.0,3.0,0.0,0.6666666666666666,,T20,,35.9
KR Jha,8,3,29,0,22,3,2.6666666666666665,27.586206896551722,2.6666666666666665,2.6666666666666665,0.0,0.7586206896551724,,T20,,20.110344827586204
KR Kakade,71,8,60,9,25,8,8.875,118.33333333333333,8.875,8.875,0.15,0.4166666666666667,,T20,,85.49583333333332
KR Mayers,4048,193,3166,597,1553,193,20.974093264248705,127.85849652558434,20.974093264248705,20.974093264248705,0.18856601389766267,0.4905243209096652,,T20,,95.79317554718365
KR Patterson,1264,61,1079,141,415,61,20.721311475409838,117.14550509731232,20.721311475409838,20.721311475409838,0.13067655236329936,0.38461538461538464,,T20,,88.21824701074156
KR Sen,1,5,12,0,11,5,0.2,8.333333333333332,0.2,0.2,0.0,0.9166666666666666,,T20,,5.893333333333332
